"CODE_IRIS";"logs";"logt"
"1";"330630101";18.6945650139968;77.6799804236022
"2";"330630103";1299.04575688774;1539.26660854277
"3";"330630201";54.3682412255365;245.667001879812
"4";"330630202";98.9418159409823;1320.17186417612
"5";"330630203";657.79548435612;1229.26158431646
"6";"330630204";537.360018789989;709.32234395643
"7";"330630301";527.699055978127;2468.45471697598
"8";"330630302";234.912418443353;2132.63098026641
"9";"330630303";637.537506880249;1872.5259843998
"10";"330630305";1409.9800613355;1599.85465667536
"11";"330630306";567.378631940388;1128.93558540498
"12";"330630307";570.480300509247;1503.62161657997
"13";"330630308";661.142400328324;1041.37928746954
"14";"330630309";77.563675558243;1362.44208226632
"15";"330630310";31.6983170890536;1339.30558952112
"16";"330630311";54.1712924029655;1395.85965624176
"17";"330630312";477.316099320836;1535.41139930596
"18";"330630313";651.986427041477;1935.68508213403
"19";"330630401";583.247535005236;1861.5396673789
"20";"330630402";58.6528235278052;1245.24664191692
"21";"330630403";61.7676796188406;1817.93129279692
"22";"330630404";1112.21089157652;1198.40713295935
"23";"330630405";9.85402652156185;1672.83096192835
"24";"330630501";154.844812715914;1768.77507635046
"25";"330630502";82.9639076213278;3017.47502268275
"26";"330630503";30.7686353479485;1360.66572189469
"27";"330630504";96.4571358813497;1546.89721156648
"28";"330630505";108.197726448539;1870.39311398165
"29";"330630506";6.09889300079299;1927.36573176682
"30";"330630507";5.76148059772914;1353.39007582673
"31";"330630508";84.7301594564626;1635.31190982591
"32";"330630601";102.728612695169;1616.79991733919
"33";"330630602";0;1199.37953146389
"34";"330630603";135.3315680502;1214.88190041172
"35";"330630604";17.843261599062;1357.56607376912
"36";"330630605";6.30527508333878;1524.75455180401
"37";"330630606";27.884420008227;1060.51568892059
"38";"330630607";6.74190340810668;1440.95291363207
"39";"330630608";3.24884373083229;1458.09916702313
"40";"330630609";8.07414617322312;1616.43358645629
"41";"330630701";6.19333005233222;1332.15524985574
"42";"330630702";1.01417164526245;1675.47080435667
"43";"330630703";0.97071379096691;1098.138039677
"44";"330630704";0;1565.80161580715
"45";"330630705";67.0484854947663;1895.80016944919
"46";"330630706";3.98176826317457;1445.7014594251
"47";"330630801";2.70238874481861;1295.26730012856
"48";"330630802";398.855892569925;1379.35561126394
"49";"330630803";82.8619139909558;1494.01508184325
"50";"330630804";0;1086.6403444604
"51";"330630805";328.457155090118;1364.1698189911
"52";"330630806";23.0874905020819;1064.74190331742
"53";"330630807";80.6307075012773;832.420683485935
"54";"330630808";320.860881466949;1542.1729160041
"55";"330630809";96.5941879620888;1377.8353659572
"56";"330630901";276.40039679886;995.199418397376
"57";"330630902";364.19522638886;1914.11766282062
"58";"330630903";47.4217292784382;1958.66808562694
"59";"330630904";41.259355393339;1775.43520531479
"60";"330630905";25.410913371044;1353.87730502697
"61";"330631001";27.314393790336;1941.64820287325
"62";"330631002";102.020439904702;815.047369077505
"63";"330631003";63.698722660722;2374.83358566739
"64";"330631004";49.2263354177048;2671.19962755086
"65";"330631005";245.13646842685;1721.35324108501
"66";"330631006";42.9277825217549;1371.17863720231
"67";"330631101";228.133139405172;1804.14898516774
"68";"330631102";8.45120188679334;1872.83469913878
"69";"330631103";9.88801537125888;1675.65964756525
"70";"330631104";15.7224172117837;2105.8126815737
"71";"330631105";229.54056165068;1471.0017554617
"72";"330631106";15.8189699613824;2200.2385468791
"73";"330631107";14.2342137611593;1615.65728009001
"74";"330631108";157.765332102269;1653.90298573977
"75";"330631201";19.351749292646;1681.531692904
"76";"330631202";17.1803378433227;1513.91883674558
"77";"330631203";12.7975167075903;1344.90518048117
"78";"330631204";122.612856543868;1979.69115972018
"79";"330631205";16.3545527156706;1318.70766717095
"80";"330631206";8.25915094540509;1089.70721526845
"81";"330631207";16.2626210376277;1399.82524339389
"82";"330631208";157.808921149894;1450.42550100693
"83";"330631209";61.3851160986994;2000.92625733157
"84";"330631301";363.037656831658;1319.49957055736
"85";"330631302";50.9158428749077;1175.77079427798
"86";"330631303";464.909507701296;1104.44476114338
"87";"330631304";427.884828786156;1878.2751617561
"88";"330631305";12.7491403570371;1334.0657728176
